episode,winner,left_Fire_vizard,left_Lightning_Mage,left_Wanderer_Magician,right_Fire_vizard,right_Lightning_Mage,right_Wanderer_Magician
929,Draw!,3,17,15,13,8,15
930,Draw!,5,11,20,12,14,10
931,Right Team Wins!,5,10,18,13,14,6
932,Draw!,4,11,21,14,10,12
933,Draw!,2,15,18,11,13,12
934,Draw!,7,7,22,12,9,14
935,Draw!,4,7,25,15,10,10
936,Draw!,7,7,22,12,13,10
937,Right Team Wins!,7,7,22,9,16,10
938,Draw!,6,5,25,16,9,11
939,Draw!,5,7,24,10,15,11
940,Draw!,6,9,21,16,5,14
941,Draw!,3,6,26,14,9,13
942,Right Team Wins!,8,5,18,6,11,13
943,Draw!,7,10,19,11,15,10
944,Right Team Wins!,7,5,23,15,13,7
945,Right Team Wins!,5,7,23,9,10,13
946,Right Team Wins!,9,7,14,12,9,9
947,Right Team Wins!,5,8,19,10,14,8
948,Right Team Wins!,7,5,14,10,12,4
949,Left Team Wins!,7,11,9,12,9,6
950,Draw!,9,13,14,13,8,15
951,Left Team Wins!,9,11,16,14,8,14
952,Left Team Wins!,6,9,8,12,6,5
953,Draw!,8,13,15,10,9,17
954,Left Team Wins!,5,13,9,7,12,8
955,Draw!,9,12,15,12,8,16
956,Left Team Wins!,5,13,8,8,9,9
957,Right Team Wins!,9,9,12,6,17,7
958,Left Team Wins!,11,9,12,15,8,9
959,Draw!,8,13,15,12,11,12
960,Draw!,11,10,15,9,10,16
961,Left Team Wins!,9,7,14,10,9,11
962,Left Team Wins!,8,6,17,8,14,9
963,Left Team Wins!,6,9,19,7,18,9
964,Right Team Wins!,10,6,8,10,5,8
965,Left Team Wins!,7,7,14,8,10,10
966,Right Team Wins!,10,14,12,11,15,10
967,Right Team Wins!,8,16,10,9,11,14
968,Left Team Wins!,8,8,18,11,7,16
969,Draw!,11,19,6,14,7,15
970,Left Team Wins!,11,12,13,15,14,7
971,Right Team Wins!,6,10,4,5,11,4
972,Left Team Wins!,10,5,15,12,10,8
973,Left Team Wins!,7,17,12,13,9,14
974,Right Team Wins!,9,14,6,9,11,9
975,Right Team Wins!,8,12,1,6,6,9
976,Right Team Wins!,7,16,4,8,13,6
977,Left Team Wins!,11,8,7,10,9,7
978,Right Team Wins!,23,5,5,9,17,7
979,Right Team Wins!,17,8,6,13,9,9
980,Right Team Wins!,18,7,7,7,11,14
981,Left Team Wins!,20,2,5,6,7,14
982,Right Team Wins!,21,8,2,10,12,9
983,Left Team Wins!,18,1,6,9,9,7
984,Draw!,35,0,1,11,11,13
985,Right Team Wins!,13,5,3,8,7,6
986,Left Team Wins!,23,0,4,10,9,8
987,Left Team Wins!,23,1,9,6,13,13
988,Right Team Wins!,21,8,6,8,13,14
989,Right Team Wins!,12,10,6,9,9,10
990,Right Team Wins!,17,3,6,6,11,10
991,Left Team Wins!,15,1,9,6,11,8
992,Right Team Wins!,14,9,4,6,9,12
993,Draw!,22,0,14,11,14,11
994,Left Team Wins!,19,0,11,7,10,13
995,Left Team Wins!,14,3,7,8,8,8
996,Right Team Wins!,6,10,6,7,7,7
997,Right Team Wins!,10,13,11,9,10,15
998,Draw!,12,13,10,13,10,13
999,Left Team Wins!,18,1,7,14,6,6
1000,Right Team Wins!,7,7,10,11,9,4
1001,Right Team Wins!,8,10,15,11,15,7
1002,Left Team Wins!,7,6,11,13,7,4
1003,Left Team Wins!,12,9,10,8,10,13
1004,Right Team Wins!,4,13,9,4,14,7
1005,Left Team Wins!,6,12,14,10,9,13
1006,Left Team Wins!,16,6,8,11,11,8
1007,Left Team Wins!,11,11,14,12,11,13
1008,Right Team Wins!,9,11,8,8,9,11
1009,Right Team Wins!,16,4,9,10,11,8
1010,Right Team Wins!,18,8,10,15,8,13
1011,Right Team Wins!,8,5,15,15,10,3
1012,Right Team Wins!,7,8,18,10,14,9
1013,Left Team Wins!,9,7,13,12,10,7
1014,Right Team Wins!,12,8,12,6,9,14
1015,Right Team Wins!,8,12,16,12,8,15
1016,Draw!,10,12,14,6,19,11
1017,Draw!,11,8,17,9,12,14
1018,Right Team Wins!,8,6,17,11,8,12
1019,Draw!,9,8,19,12,7,17
1020,Draw!,16,7,13,9,12,15
1021,Left Team Wins!,8,8,13,7,12,11
1022,Right Team Wins!,7,9,20,12,9,15
1023,Draw!,11,10,15,14,12,9
1024,Left Team Wins!,8,10,13,9,13,9
1025,Draw!,16,5,15,12,13,11
1026,Left Team Wins!,15,4,17,10,14,12
1027,Left Team Wins!,11,5,13,8,11,10
1028,Left Team Wins!,13,6,16,14,13,8
1029,Left Team Wins!,10,5,17,11,9,15
1030,Right Team Wins!,15,7,14,9,17,10
1031,Right Team Wins!,20,5,10,11,10,15
1032,Right Team Wins!,16,4,16,16,12,8
1033,Draw!,14,6,15,10,13,13
1034,Draw!,12,10,13,11,16,9
1035,Right Team Wins!,9,9,5,9,9,5
1036,Right Team Wins!,13,8,4,10,6,9
1037,Draw!,14,11,11,12,11,13
1038,Right Team Wins!,17,9,9,13,6,16
1039,Left Team Wins!,14,9,11,11,12,11
1040,Draw!,13,13,9,13,11,12
1041,Right Team Wins!,13,11,6,12,8,10
1042,Left Team Wins!,16,7,9,12,10,10
1043,Right Team Wins!,8,13,3,6,9,9
1044,Right Team Wins!,20,9,5,7,11,16
1045,Right Team Wins!,23,10,0,7,14,12
1046,Right Team Wins!,23,7,1,10,8,13
1047,Right Team Wins!,23,2,0,7,11,7
1048,Right Team Wins!,16,8,1,9,5,11
1049,Right Team Wins!,12,12,3,8,12,7
1050,Right Team Wins!,12,9,2,10,5,8
1051,Right Team Wins!,12,15,3,12,7,11
1052,Left Team Wins!,21,10,5,10,15,11
1053,Right Team Wins!,19,11,6,7,14,15
1054,Draw!,20,7,9,13,11,12
1055,Left Team Wins!,10,11,14,9,8,18
1056,Left Team Wins!,7,12,10,11,8,10
1057,Draw!,5,16,15,11,15,10
1058,Right Team Wins!,1,16,7,13,8,4
1059,Draw!,5,19,12,12,11,13
1060,Left Team Wins!,2,12,12,12,7,7
1061,Right Team Wins!,2,18,4,15,5,4
1062,Right Team Wins!,1,19,5,10,5,10
1063,Right Team Wins!,4,24,8,12,10,14
1064,Right Team Wins!,5,15,15,13,10,12
1065,Left Team Wins!,7,9,7,10,6,7
1066,Left Team Wins!,4,18,9,10,8,13
1067,Left Team Wins!,7,17,9,13,7,12
1068,Draw!,12,19,5,12,12,12
1069,Left Team Wins!,7,14,4,8,11,6
1070,Draw!,16,10,9,11,8,16
1071,Left Team Wins!,12,15,8,9,11,15
1072,Right Team Wins!,20,7,4,8,10,13
1073,Draw!,11,17,8,13,13,9
1074,Left Team Wins!,9,17,7,11,13,9
1075,Left Team Wins!,7,18,10,15,10,11
1076,Left Team Wins!,10,8,9,9,13,5
1077,Left Team Wins!,7,17,10,12,11,11
1078,Right Team Wins!,6,11,4,10,7,4
1079,Right Team Wins!,8,12,7,9,8,10
1080,Left Team Wins!,7,17,12,12,16,8
1081,Right Team Wins!,11,9,9,12,8,9
1082,Left Team Wins!,6,8,10,7,10,7
1083,Left Team Wins!,5,14,12,8,9,13
1084,Draw!,8,9,18,10,12,14
1085,Left Team Wins!,4,14,18,16,16,4
1086,Draw!,6,13,16,11,11,14
1087,Right Team Wins!,9,9,18,11,13,12
1088,Right Team Wins!,12,9,14,12,10,14
1089,Left Team Wins!,7,11,11,12,12,5
1090,Left Team Wins!,11,9,15,9,11,15
1091,Right Team Wins!,8,13,8,11,8,10
1092,Left Team Wins!,5,12,16,14,5,14
1093,Left Team Wins!,12,8,13,11,12,10
1094,Draw!,12,13,10,11,10,15
1095,Left Team Wins!,5,16,14,19,9,8
1096,Right Team Wins!,8,11,6,9,12,4
1097,Left Team Wins!,9,9,10,5,10,13
1098,Left Team Wins!,9,9,9,10,9,8
1099,Draw!,11,14,10,12,10,14
1100,Left Team Wins!,7,8,5,10,5,5
1101,Left Team Wins!,13,8,11,10,11,11
1102,Draw!,13,10,12,16,10,10
1103,Draw!,12,16,7,12,8,16
1104,Right Team Wins!,3,14,8,7,12,6
1105,Left Team Wins!,11,11,10,11,12,9
1106,Right Team Wins!,2,10,17,9,12,8
1107,Draw!,4,10,21,14,12,10
1108,Left Team Wins!,7,17,11,12,11,13
1109,Left Team Wins!,3,10,8,9,7,5
1110,Left Team Wins!,7,11,11,12,6,11
1111,Draw!,3,18,15,7,12,16
1112,Draw!,2,18,16,12,8,15
1113,Draw!,3,17,16,10,14,12
1114,Left Team Wins!,5,9,12,8,7,11
1115,Draw!,2,13,21,11,14,11
1116,Left Team Wins!,3,14,17,9,13,12
1117,Left Team Wins!,4,12,20,11,13,11
1118,Right Team Wins!,7,11,13,7,12,12
1119,Right Team Wins!,6,8,14,12,7,9
1120,Right Team Wins!,9,7,9,9,12,4
1121,Draw!,5,10,21,13,9,14
1122,Left Team Wins!,3,11,17,9,10,12
1123,Left Team Wins!,10,11,13,15,11,8
1124,Left Team Wins!,5,10,15,14,9,7
1125,Left Team Wins!,9,11,11,11,8,12
1126,Left Team Wins!,7,9,11,9,8,10
1127,Left Team Wins!,7,15,9,13,10,8
1128,Left Team Wins!,8,9,13,10,14,6
1129,Right Team Wins!,1,5,22,9,13,6
1130,Right Team Wins!,4,3,22,9,10,10
1131,Left Team Wins!,7,7,11,13,6,6
1132,Right Team Wins!,8,4,24,12,15,8
1133,Right Team Wins!,8,7,14,7,10,11
1134,Draw!,9,7,20,15,8,13
1135,Right Team Wins!,10,5,19,15,8,11
1136,Left Team Wins!,8,8,17,13,9,11
1137,Draw!,9,5,22,16,8,11
1138,Draw!,11,3,21,8,16,11
1139,Left Team Wins!,9,9,15,9,14,10
1140,Draw!,16,4,16,15,13,8
1141,Draw!,17,7,12,12,10,13
1142,Draw!,12,2,22,12,12,12
1143,Left Team Wins!,19,3,9,12,12,7
1144,Draw!,16,4,16,15,9,12
1145,Left Team Wins!,19,7,10,12,9,14
1146,Left Team Wins!,10,7,8,4,9,11
1147,Draw!,10,11,15,11,13,12
1148,Draw!,10,9,17,10,6,20
1149,Left Team Wins!,7,16,13,15,10,11
1150,Left Team Wins!,9,9,6,11,7,6
1151,Draw!,4,14,18,11,14,10
1152,Left Team Wins!,4,13,11,11,9,8
1153,Right Team Wins!,4,7,23,12,11,10
1154,Right Team Wins!,4,4,23,15,8,7
1155,Right Team Wins!,6,8,20,14,6,13
1156,Draw!,12,9,15,13,11,12
1157,Left Team Wins!,5,13,10,6,11,11
1158,Draw!,3,14,19,13,8,15
1159,Draw!,3,7,26,14,10,12
1160,Left Team Wins!,6,13,16,15,8,12
1161,Right Team Wins!,9,8,15,12,7,13
1162,Draw!,4,12,20,13,13,10
1163,Right Team Wins!,5,11,3,5,10,4
1164,Draw!,8,7,21,11,12,12
1165,Left Team Wins!,3,12,14,13,6,10
1166,Draw!,4,10,22,10,11,15
1167,Right Team Wins!,8,9,18,10,8,16
1168,Right Team Wins!,8,7,16,14,8,9
1169,Left Team Wins!,7,8,21,6,17,12
1170,Draw!,13,6,17,12,8,15
1171,Left Team Wins!,4,7,21,9,12,11
1172,Left Team Wins!,6,7,16,12,9,7
1173,Draw!,1,14,21,10,8,17
1174,Right Team Wins!,1,8,26,11,12,10
1175,Right Team Wins!,2,9,21,10,13,9
1176,Draw!,3,14,19,11,9,16
1177,Left Team Wins!,2,12,17,9,8,14
1178,Right Team Wins!,4,3,20,9,10,8
1179,Right Team Wins!,4,6,20,7,12,11
1180,Left Team Wins!,1,15,15,13,6,12
1181,Right Team Wins!,1,15,20,10,15,11
1182,Left Team Wins!,2,13,13,9,14,5
1183,Left Team Wins!,3,13,19,16,9,10
1184,Draw!,3,18,15,15,13,8
1185,Left Team Wins!,2,13,18,10,15,8
1186,Left Team Wins!,2,15,18,11,14,10
1187,Left Team Wins!,2,12,22,10,13,13
1188,Left Team Wins!,4,10,17,12,11,8
1189,Right Team Wins!,3,12,21,12,13,11
1190,Right Team Wins!,8,8,16,10,12,10
1191,Draw!,7,11,18,10,13,13
1192,Left Team Wins!,5,11,12,13,8,7
1193,Left Team Wins!,6,10,11,16,8,3
1194,Draw!,6,6,24,13,8,15
1195,Draw!,4,12,20,9,11,16
1196,Left Team Wins!,9,16,11,14,8,14
1197,Left Team Wins!,4,14,10,10,7,10
1198,Left Team Wins!,6,16,14,11,11,13
1199,Left Team Wins!,8,11,11,10,10,10
1200,Right Team Wins!,14,5,17,11,15,10
1201,Draw!,8,13,15,10,14,12
1202,Right Team Wins!,10,4,20,12,9,12
1203,Left Team Wins!,11,14,8,11,11,11
1204,Left Team Wins!,12,12,5,6,8,15
1205,Draw!,15,10,11,13,11,12
1206,Left Team Wins!,13,10,8,12,8,11
1207,Draw!,12,10,14,7,16,13
1208,Draw!,10,10,16,9,10,17
1209,Left Team Wins!,10,9,7,10,9,7
1210,Left Team Wins!,10,10,7,11,9,7
1211,Left Team Wins!,17,5,9,16,10,5
1212,Draw!,10,13,13,11,8,16
1213,Right Team Wins!,9,10,10,10,11,8
1214,Left Team Wins!,12,11,13,10,13,13
1215,Left Team Wins!,15,5,7,10,9,8
1216,Right Team Wins!,7,11,17,11,13,11
1217,Left Team Wins!,11,7,8,10,8,8
1218,Right Team Wins!,14,2,8,5,13,6
1219,Left Team Wins!,23,4,6,13,7,13
1220,Left Team Wins!,19,5,8,10,9,13
1221,Left Team Wins!,19,2,4,6,10,8
1222,Left Team Wins!,15,3,5,4,13,6
1223,Right Team Wins!,15,5,7,9,6,12
1224,Right Team Wins!,15,3,7,11,8,6
1225,Right Team Wins!,20,5,8,9,12,12
1226,Right Team Wins!,17,8,5,10,10,10
1227,Left Team Wins!,20,1,6,11,6,10
1228,Right Team Wins!,14,11,6,10,11,10
1229,Right Team Wins!,8,7,5,7,8,5
1230,Right Team Wins!,7,17,6,13,12,5
1231,Right Team Wins!,6,14,5,10,7,8
1232,Left Team Wins!,12,12,9,9,11,13
1233,Left Team Wins!,4,18,7,6,12,11
1234,Right Team Wins!,1,21,6,6,11,11
1235,Left Team Wins!,5,16,10,11,9,11
1236,Left Team Wins!,8,13,8,11,9,9
1237,Left Team Wins!,8,10,6,12,7,5
1238,Right Team Wins!,13,15,3,16,5,10
1239,Right Team Wins!,5,11,3,9,7,3
1240,Left Team Wins!,5,14,8,11,7,9
1241,Right Team Wins!,4,11,3,9,6,4
1242,Right Team Wins!,11,19,6,11,13,11
1243,Left Team Wins!,4,18,7,9,10,10
1244,Right Team Wins!,11,6,5,9,9,4
1245,Right Team Wins!,17,5,5,7,12,8
1246,Left Team Wins!,3,9,14,13,6,7
1247,Left Team Wins!,4,9,10,6,8,9
1248,Right Team Wins!,15,3,8,5,10,11
1249,Draw!,7,15,14,16,10,10
1250,Left Team Wins!,1,11,15,9,9,9
1251,Right Team Wins!,2,19,11,8,11,13
1252,Right Team Wins!,1,22,13,7,14,15
1253,Left Team Wins!,4,15,17,9,13,14
1254,Draw!,2,13,20,13,11,11
1255,Right Team Wins!,1,19,16,13,9,14
1256,Left Team Wins!,2,11,10,13,3,7
1257,Draw!,3,19,14,14,13,9
1258,Left Team Wins!,1,14,9,6,9,8
1259,Left Team Wins!,4,15,12,10,10,10
1260,Draw!,2,16,18,11,11,13
1261,Left Team Wins!,4,11,21,13,12,11
1262,Right Team Wins!,6,10,12,10,9,9
1263,Left Team Wins!,4,10,19,9,10,16
1264,Left Team Wins!,3,12,17,13,8,11
1265,Left Team Wins!,5,13,10,10,9,8
1266,Right Team Wins!,9,14,13,11,10,15
1267,Draw!,6,12,17,11,11,14
1268,Left Team Wins!,7,12,15,13,9,12
1269,Right Team Wins!,7,9,11,6,11,10
1270,Draw!,13,10,13,11,14,11
1271,Right Team Wins!,6,10,20,14,10,11
1272,Right Team Wins!,6,11,13,9,13,8
1273,Draw!,8,14,13,14,7,14
1274,Right Team Wins!,3,13,16,11,10,11
1275,Right Team Wins!,10,13,13,18,10,8
1276,Right Team Wins!,9,12,11,10,13,9
1277,Left Team Wins!,9,8,9,5,11,10
1278,Right Team Wins!,7,13,8,11,8,9
1279,Draw!,8,11,16,13,13,10
1280,Left Team Wins!,10,6,19,13,16,7
1281,Right Team Wins!,9,10,11,12,6,12
1282,Draw!,10,11,14,13,12,11
1283,Right Team Wins!,14,12,7,11,12,10
1284,Right Team Wins!,8,8,12,6,14,8
1285,Draw!,16,6,14,8,15,13
1286,Right Team Wins!,7,10,10,13,6,8
1287,Draw!,12,11,12,9,12,15
1288,Right Team Wins!,12,13,4,11,10,8
1289,Draw!,11,10,15,11,13,11
1290,Draw!,10,10,16,13,9,14
1291,Draw!,9,10,17,10,15,11
1292,Right Team Wins!,10,9,16,12,13,11
1293,Draw!,8,13,14,19,10,7
1294,Left Team Wins!,15,7,14,9,9,18
1295,Right Team Wins!,14,9,13,10,12,14
1296,Right Team Wins!,7,8,11,9,9,7
1297,Left Team Wins!,20,3,9,11,10,11
1298,Right Team Wins!,22,5,1,8,9,11
1299,Right Team Wins!,12,5,7,9,6,9
1300,Left Team Wins!,25,4,4,15,8,10
1301,Right Team Wins!,14,8,5,7,10,10
1302,Right Team Wins!,18,3,11,6,16,10
1303,Left Team Wins!,21,4,5,9,12,9
1304,Left Team Wins!,21,4,7,16,10,6
1305,Right Team Wins!,8,8,12,9,14,5
1306,Left Team Wins!,16,4,3,12,5,6
1307,Draw!,19,11,6,14,7,15
1308,Right Team Wins!,12,8,15,10,14,10
1309,Right Team Wins!,5,7,14,10,8,8
1310,Left Team Wins!,21,6,8,10,15,11
1311,Left Team Wins!,17,7,10,15,7,12
1312,Left Team Wins!,15,6,8,10,9,10
1313,Draw!,15,8,13,14,12,10
1314,Left Team Wins!,11,9,11,5,10,16
1315,Right Team Wins!,6,15,11,15,9,8
1316,Right Team Wins!,5,12,18,8,10,16
1317,Left Team Wins!,13,8,8,9,8,12
1318,Left Team Wins!,9,11,10,15,7,8
1319,Draw!,5,12,19,15,12,8
1320,Draw!,7,11,18,8,15,13
1321,Left Team Wins!,7,15,14,11,10,15
1322,Right Team Wins!,2,17,12,11,11,9
1323,Left Team Wins!,6,17,12,10,10,15
1324,Right Team Wins!,6,7,21,11,11,12
1325,Draw!,7,9,20,9,15,11
1326,Draw!,11,8,17,11,9,16
1327,Draw!,8,8,20,14,13,9
1328,Left Team Wins!,3,8,12,5,9,9
1329,Left Team Wins!,8,12,16,12,6,17
1330,Draw!,7,10,19,11,15,10
1331,Left Team Wins!,7,11,13,11,11,9
1332,Left Team Wins!,12,9,14,6,13,17
1333,Draw!,11,3,21,13,11,12
1334,Draw!,9,9,18,9,17,10
1335,Draw!,10,4,22,13,10,13
1336,Right Team Wins!,10,3,23,13,12,11
1337,Left Team Wins!,3,7,16,9,10,7
1338,Draw!,14,7,14,5,11,20
1339,Left Team Wins!,8,8,11,9,10,8
1340,Draw!,14,11,11,14,13,9
1341,Draw!,17,3,16,10,19,7
1342,Right Team Wins!,8,5,9,6,7,9
1343,Right Team Wins!,10,3,8,4,13,4
1344,Left Team Wins!,10,14,11,12,15,8
1345,Right Team Wins!,17,4,15,12,12,12
1346,Left Team Wins!,8,9,7,11,9,4
1347,Draw!,16,10,10,7,17,12
1348,Right Team Wins!,11,5,17,8,14,11
1349,Right Team Wins!,6,11,17,9,10,14
1350,Right Team Wins!,7,9,18,13,8,11
1351,Right Team Wins!,8,12,13,11,12,10
1352,Left Team Wins!,17,6,11,13,9,12
1353,Draw!,10,7,19,11,12,12
1354,Right Team Wins!,8,9,10,11,6,10
1355,Right Team Wins!,9,9,11,11,7,11
1356,Left Team Wins!,9,9,12,7,11,13
1357,Right Team Wins!,9,14,9,12,7,13
1358,Draw!,13,6,16,11,13,12
1359,Left Team Wins!,9,7,15,10,13,7
1360,Right Team Wins!,17,6,13,10,8,18
1361,Right Team Wins!,12,2,13,9,11,7
1362,Right Team Wins!,17,1,14,6,11,15
1363,Draw!,22,2,12,13,8,14
1364,Left Team Wins!,16,3,6,9,8,8
1365,Right Team Wins!,21,1,11,15,10,8
1366,Draw!,23,2,11,9,15,12
1367,Right Team Wins!,14,5,7,10,10,6
1368,Draw!,25,3,8,9,12,14
1369,Right Team Wins!,15,4,9,8,11,9
1370,Right Team Wins!,25,0,6,15,11,5
1371,Right Team Wins!,18,1,6,8,15,2
1372,Left Team Wins!,25,2,5,16,10,6
1373,Draw!,23,4,9,12,12,12
1374,Left Team Wins!,15,3,4,5,10,7
1375,Draw!,24,2,10,7,12,16
1376,Right Team Wins!,14,5,11,8,12,10
1377,Draw!,20,4,12,10,10,16
1378,Draw!,22,4,10,9,14,13
1379,Draw!,17,1,18,15,12,9
1380,Draw!,21,4,11,12,11,12
1381,Right Team Wins!,12,4,16,11,10,11
1382,Right Team Wins!,10,5,19,8,13,13
1383,Draw!,8,7,21,12,10,14
1384,Left Team Wins!,10,8,14,15,8,12
1385,Left Team Wins!,9,7,9,12,6,7
1386,Draw!,9,11,16,15,11,10
1387,Left Team Wins!,8,8,5,8,8,5
1388,Right Team Wins!,8,9,13,3,13,14
1389,Left Team Wins!,9,11,6,8,10,8
1390,Right Team Wins!,8,19,9,16,8,11
1391,Left Team Wins!,13,17,6,12,14,9
1392,Left Team Wins!,9,9,5,7,9,7
1393,Draw!,14,10,12,10,10,16
1394,Left Team Wins!,12,14,10,10,8,18
1395,Left Team Wins!,7,8,8,9,10,4
1396,Right Team Wins!,9,5,14,13,9,6
1397,Right Team Wins!,13,6,15,14,10,9
1398,Right Team Wins!,7,12,17,13,14,9
1399,Draw!,14,5,16,12,13,10
1400,Right Team Wins!,13,3,19,9,10,15
1401,Draw!,10,5,21,9,14,13
1402,Draw!,8,6,22,10,11,14
1403,Draw!,11,13,12,10,11,14
1404,Right Team Wins!,7,8,17,10,13,8
1405,Left Team Wins!,6,13,6,5,9,11
1406,Left Team Wins!,11,12,13,9,18,9
1407,Right Team Wins!,7,6,10,8,10,5
1408,Left Team Wins!,7,11,12,4,9,17
1409,Left Team Wins!,6,19,7,15,10,7
1410,Right Team Wins!,4,8,11,6,13,4
1411,Right Team Wins!,4,9,10,9,7,7
1412,Draw!,19,7,10,9,15,11
1413,Right Team Wins!,14,6,6,7,13,6
1414,Left Team Wins!,15,7,3,11,3,11
1415,Right Team Wins!,13,17,3,16,8,8
1416,Right Team Wins!,4,11,8,9,9,5
1417,Right Team Wins!,4,13,10,7,12,8
1418,Right Team Wins!,9,11,2,7,10,5
1419,Left Team Wins!,18,7,3,8,6,14
1420,Left Team Wins!,11,9,2,11,5,5
1421,Right Team Wins!,2,26,5,9,12,12
1422,Left Team Wins!,10,9,0,4,10,5
1423,Right Team Wins!,4,15,5,12,7,5
1424,Draw!,7,24,5,14,8,13
1425,Right Team Wins!,3,18,6,10,8,9
1426,Left Team Wins!,9,7,6,5,9,7
1427,Left Team Wins!,6,15,7,11,9,8
1428,Right Team Wins!,3,20,3,7,6,13
1429,Right Team Wins!,4,14,8,9,11,6
1430,Left Team Wins!,6,15,14,10,11,15
1431,Left Team Wins!,12,5,7,8,11,5
1432,Draw!,11,17,8,8,14,13
1433,Draw!,19,7,9,16,8,12
1434,Draw!,15,9,12,9,18,8
1435,Left Team Wins!,10,8,16,10,10,14
1436,Draw!,11,11,14,12,9,15
1437,Left Team Wins!,14,10,11,10,14,12
1438,Draw!,18,7,10,15,11,10
1439,Left Team Wins!,10,7,11,2,15,11
1440,Right Team Wins!,11,9,5,9,7,9
1441,Draw!,14,11,10,11,12,12
1442,Draw!,7,16,13,11,11,14
1443,Right Team Wins!,5,16,8,15,6,8
1444,Left Team Wins!,7,11,10,9,14,5
1445,Left Team Wins!,11,10,10,9,13,10
1446,Left Team Wins!,7,10,9,9,9,8
1447,Left Team Wins!,19,9,7,13,8,14
1448,Right Team Wins!,12,12,5,12,8,9
1449,Left Team Wins!,7,9,5,5,12,4
1450,Left Team Wins!,9,14,8,11,12,8
1451,Left Team Wins!,8,11,9,10,8,10
1452,Left Team Wins!,11,10,13,12,10,12
1453,Left Team Wins!,6,11,7,8,5,11
1454,Draw!,15,15,5,14,10,12
1455,Left Team Wins!,7,10,9,11,12,3
1456,Left Team Wins!,8,13,9,10,10,10
1457,Draw!,7,18,11,11,12,13
1458,Left Team Wins!,5,15,5,13,8,4
1459,Left Team Wins!,4,12,8,10,7,7
1460,Right Team Wins!,14,12,3,3,9,17
1461,Left Team Wins!,6,14,7,10,9,8
1462,Right Team Wins!,12,8,10,10,7,13
1463,Left Team Wins!,6,13,7,11,7,8
1464,Left Team Wins!,10,15,7,12,15,5
1465,Left Team Wins!,7,12,6,11,6,7
1466,Right Team Wins!,9,13,12,6,13,15
1467,Left Team Wins!,7,20,8,11,14,10
1468,Right Team Wins!,13,8,9,7,8,15
1469,Left Team Wins!,8,13,8,13,6,10
1470,Left Team Wins!,12,13,10,10,15,10
1471,Right Team Wins!,13,9,8,10,12,7
1472,Right Team Wins!,14,11,5,7,16,7
1473,Right Team Wins!,12,10,4,8,7,11
1474,Left Team Wins!,10,14,9,6,16,11
1475,Right Team Wins!,14,11,9,12,8,14
1476,Right Team Wins!,10,12,8,10,8,12
1477,Left Team Wins!,9,9,11,8,10,10
1478,Left Team Wins!,11,14,9,12,12,10
1479,Left Team Wins!,9,11,6,7,12,8
1480,Right Team Wins!,15,8,11,11,17,6
1481,Left Team Wins!,6,11,10,7,13,6
1482,Draw!,11,16,9,8,15,13
1483,Right Team Wins!,9,15,11,12,10,14
1484,Right Team Wins!,6,10,10,9,9,8
1485,Draw!,7,13,15,10,10,16
1486,Draw!,11,9,16,13,11,11
1487,Right Team Wins!,4,10,16,11,12,7
1488,Left Team Wins!,7,10,17,13,8,14
1489,Right Team Wins!,4,10,22,15,9,12
1490,Right Team Wins!,4,5,27,7,8,14
1491,Draw!,4,5,27,11,14,11
1492,Right Team Wins!,8,6,16,10,10,9
1493,Draw!,4,9,23,11,14,11
1494,Right Team Wins!,6,7,16,7,15,7
1495,Draw!,7,6,22,10,12,14
1496,Draw!,4,6,26,9,14,13
1497,Draw!,2,7,26,6,14,15
1498,Right Team Wins!,4,8,22,10,8,13
1499,Draw!,4,3,29,11,8,16
1500,Draw!,3,5,28,13,7,15
1501,Left Team Wins!,1,6,18,9,13,3
1502,Draw!,4,5,27,12,9,14
1503,Left Team Wins!,2,7,27,18,10,7
1504,Draw!,4,5,27,16,11,9
1505,Draw!,4,8,24,12,12,12
1506,Draw!,6,4,26,20,7,9
1507,Right Team Wins!,5,3,28,11,12,12
1508,Draw!,2,3,31,9,17,10
1509,Left Team Wins!,2,5,29,12,14,9
1510,Draw!,4,7,24,15,11,9
1511,Left Team Wins!,4,6,25,10,15,11
1512,Right Team Wins!,3,1,28,7,14,10
1513,Draw!,3,10,23,6,11,18
1514,Draw!,3,6,27,7,15,14
1515,Right Team Wins!,8,4,20,9,10,12
1516,Draw!,4,6,26,6,17,13
1517,Right Team Wins!,8,3,16,10,11,6
1518,Right Team Wins!,6,9,20,15,6,13
1519,Left Team Wins!,6,11,18,15,11,10
1520,Draw!,8,11,17,9,16,11
1521,Left Team Wins!,3,7,19,10,12,8
1522,Left Team Wins!,4,7,22,11,13,9
1523,Left Team Wins!,2,10,20,14,8,9
1524,Right Team Wins!,2,9,25,18,9,9
1525,Draw!,3,8,25,14,9,13
1526,Right Team Wins!,2,12,15,9,10,9
1527,Left Team Wins!,5,11,14,7,12,11
1528,Left Team Wins!,4,12,16,9,13,10
1529,Left Team Wins!,4,12,14,8,11,11
1530,Right Team Wins!,7,2,27,12,10,12
1531,Right Team Wins!,7,3,20,9,14,6
1532,Left Team Wins!,11,9,14,12,7,16
1533,Left Team Wins!,8,10,8,5,11,10
1534,Draw!,7,3,26,11,15,10
1535,Left Team Wins!,9,10,16,9,14,12
1536,Draw!,7,12,16,10,16,9
1537,Right Team Wins!,7,5,22,9,12,12
